2025-06-19,105043.5
2025-06-18,104894.2
2025-06-17,104559.8
2025-06-16,106740.4
2025-06-15,105591.8
2025-06-14,105421.5
2025-06-13,106080.3
2025-06-12,105703.0
2025-06-11,108661.2
2025-06-10,110269.2
2025-06-09,110268.3
2025-06-08,105739.6
2025-06-07,105564.2
2025-06-06,104308.3
2025-06-05,101521.9
2025-06-04,104695.6
2025-06-03,105388.3
2025-06-02,105845.6
2025-06-01,105635.2
2025-05-31,104598.0
2025-05-30,103981.3
2025-05-29,105600.0
2025-05-28,107786.7
2025-05-27,108944.0
2025-05-26,109455.3
2025-05-25,109021.1
2025-05-24,107763.0
2025-05-23,107313.4
2025-05-22,111702.7
2025-05-21,109640.1
2025-05-20,106815.8
2025-05-19,105585.8
2025-05-18,106504.5
2025-05-17,103112.6
2025-05-16,103480.5
2025-05-15,103765.4
2025-05-14,103513.9
2025-05-13,104119.2
2025-05-12,102795.0
2025-05-11,104119.2
2025-05-10,104798.0
2025-05-09,102975.1
2025-05-08,103274.3
2025-05-07,97035.1
2025-05-06,96825.4
2025-05-05,94745.2
2025-05-04,94316.9
2025-05-03,95885.8
2025-05-02,96894.4
2025-05-01,96499.3
2025-04-30,94184.4
2025-04-29,94269.8
2025-04-28,94995.0
2025-04-27,93742.5
2025-04-26,94631.4
2025-04-25,94676.9
2025-04-24,93980.3
2025-04-23,93697.7
2025-04-22,93441.9
2025-04-21,87516.0
2025-04-20,85179.0
2025-04-19,85068.1
2025-04-18,84474.6
2025-04-17,84940.0
2025-04-16,84032.2
2025-04-15,83647.0
2025-04-14,84586.4
2025-04-13,83734.4
2025-04-12,85292.7
2025-04-11,83413.1
2025-04-10,79607.5
2025-04-09,82607.0
2025-04-08,76312.5
2025-04-07,79162.5
2025-04-06,78391.3
2025-04-05,83552.1
2025-04-04,83866.7
2025-04-03,83159.4
2025-04-02,82525.0
2025-04-01,85164.2
2025-03-31,82548.8
2025-03-30,82371.6
2025-03-29,82645.7
2025-03-28,84410.4
2025-03-27,87228.2
2025-03-26,86912.0
2025-03-25,87404.0
2025-03-24,87490.0
2025-03-23,86077.4
2025-03-22,83840.5
2025-03-21,84073.3
2025-03-20,84208.1
2025-03-19,86841.0
2025-03-18,82719.1
2025-03-17,84019.1
2025-03-16,82578.4
2025-03-15,84341.3
2025-03-14,83977.1
2025-03-13,81100.2
2025-03-12,83664.3
2025-03-11,82921.1
2025-03-10,78575.9
2025-03-09,80691.6
2025-03-08,86221.9
2025-03-07,86531.2
2025-03-06,89930.9
2025-03-05,90611.7
2025-03-04,87266.3
2025-03-03,86209.7
2025-03-02,94265.1
2025-03-01,86071.6
2025-02-28,84381.2
2025-02-27,84714.6
2025-02-26,84212.7
2025-02-25,88686.0
2025-02-24,91508.5
2025-02-23,96258.8
2025-02-22,96556.1
2025-02-21,96155.6
2025-02-20,98310.3
2025-02-19,96644.8
2025-02-18,95638.0
2025-02-17,95781.3
2025-02-16,96132.1
2025-02-15,97573.4
2025-02-14,97504.6
2025-02-13,96610.2
2025-02-12,97881.3
2025-02-11,95771.7
2025-02-10,97434.7
2025-02-09,96469.2
2025-02-08,96447.9
2025-02-07,96513.5
2025-02-06,96568.8
2025-02-05,96595.3
2025-02-04,97793.4
2025-02-03,101337.1
2025-02-02,97684.9
2025-02-01,100648.0
2025-01-31,102424.2
2025-01-30,104726.9
2025-01-29,103722.0
2025-01-28,101349.3
2025-01-27,102091.7
2025-01-26,102637.8
2025-01-25,104742.9
2025-01-24,104862.3
2025-01-23,103912.1
2025-01-22,103684.8
2025-01-21,106157.2
2025-01-20,102197.7
2025-01-19,101319.5
2025-01-18,104536.9
2025-01-17,104084.9
2025-01-16,100004.5
2025-01-15,100499.8
2025-01-14,96542.1
2025-01-13,94536.1
2025-01-12,94541.8
2025-01-11,94612.0
2025-01-10,94724.1
2025-01-09,92539.8
2025-01-08,95066.6
2025-01-07,96929.8
2025-01-06,102248.7
2025-01-05,98347.7
2025-01-04,98219.9
2025-01-03,98167.5
2025-01-02,96960.0
2025-01-01,94560.2
2024-12-31,93557.2
2024-12-30,92779.8
2024-12-29,93716.3
2024-12-28,95284.5
2024-12-27,94275.9
2024-12-26,95777.7
2024-12-25,99391.3
2024-12-24,98668.1
2024-12-23,94852.1
2024-12-22,95183.8
2024-12-21,97253.3
2024-12-20,97795.7
2024-12-19,97466.1
2024-12-18,100197.8
2024-12-17,106138.9
2024-12-16,106057.6
2024-12-15,104443.0
2024-12-14,101417.7
2024-12-13,101426.2
2024-12-12,100009.9
2024-12-11,101126.2
2024-12-10,96600.3
2024-12-09,97359.4
2024-12-08,101115.8
2024-12-07,99837.0
2024-12-06,99760.7
2024-12-05,96970.8
2024-12-04,98635.8
2024-12-03,95898.7
2024-12-02,95846.6
2024-12-01,97201.4
2024-11-30,96405.7
2024-11-29,97438.0
2024-11-28,95645.5
2024-11-27,95886.6
2024-11-26,91977.6
2024-11-25,93064.4
2024-11-24,97935.2
2024-11-23,97699.0
2024-11-22,98929.7
2024-11-21,98374.5
2024-11-20,94303.9
2024-11-19,92239.2
2024-11-18,90478.7
2024-11-17,89833.7
2024-11-16,90539.1
2024-11-15,91046.5
2024-11-14,87294.0
2024-11-13,90422.2
2024-11-12,87941.3
2024-11-11,88664.1
2024-11-10,80388.5
2024-11-09,76700.3
2024-11-08,76517.3
2024-11-07,75868.6
2024-11-06,75586.3
2024-11-05,69373.7
2024-11-04,67848.8
2024-11-03,68769.6
2024-11-02,69325.8
2024-11-01,69507.2
2024-10-31,70281.8
2024-10-30,72347.8
2024-10-29,72730.4
2024-10-28,69954.1
2024-10-27,68004.6
2024-10-26,67086.8
2024-10-25,66696.8
2024-10-24,68191.5
2024-10-23,66663.7
2024-10-22,67427.3
2024-10-21,67371.3
2024-10-20,69030.5
2024-10-19,68372.0
2024-10-18,68423.1
2024-10-17,67418.4
2024-10-16,67617.9
2024-10-15,67077.5
2024-10-14,66081.7
2024-10-13,62870.9
2024-10-12,63205.1
2024-10-11,62499.4
2024-10-10,60316.2
2024-10-09,60628.8
2024-10-08,62157.0
2024-10-07,62245.6
2024-10-06,62819.4
2024-10-05,62061.4
2024-10-04,62081.0
2024-10-03,60751.2
2024-10-02,60645.7
2024-10-01,60835.5
